BytesProcessados,L_Barra_Janela,L_Barra_Acumulado,L_Barra_Teorico,H_0,H_1,H_2,H_3,H_4,SmoothedBPS,BitsNaJanela,ThresholdBPS,ResetFlag,ResetCount
855000,5.8656,5.90177,5.90178,7.5252,5.83515,4.11845,1.66598,1.07205,5.88555,29328,8.84116,0,0
860000,5.8784,5.90164,5.90164,7.5252,5.83515,4.11845,1.66598,1.07205,5.88341,29392,8.82833,0,0
865000,5.8752,5.90148,5.90149,7.5252,5.83515,4.11845,1.66598,1.07205,5.88095,29376,8.82511,0,0
870000,5.872,5.90131,5.90133,7.5252,5.83515,4.11845,1.66598,1.07205,5.87826,29360,8.82142,0,0
875000,5.8704,5.90114,5.90115,7.5252,5.83515,4.11845,1.66598,1.07205,5.8759,29352,8.81739,0,0
880000,5.8384,5.90078,5.9008,7.5252,5.83515,4.11845,1.66598,1.07205,5.86465,29192,8.81385,0,0
885000,5.792,5.90017,5.90017,7.5252,5.83515,4.11845,1.66598,1.07205,5.84286,28960,8.79698,0,0
890000,5.864,5.89996,5.89997,7.5252,5.83515,4.11845,1.66598,1.07205,5.8492,29320,8.76428,0,0
895000,5.816,5.89949,5.8995,7.5252,5.83515,4.11845,1.66598,1.07205,5.83924,29080,8.7738,0,0
900000,5.832,5.89912,5.89912,7.5252,5.83515,4.11845,1.66598,1.07205,5.83707,29160,8.75886,0,0
905000,5.776,5.89844,5.89845,7.5252,5.83515,4.11845,1.66598,1.07205,5.81875,28880,8.7556,0,0
910000,5.7936,5.89786,5.89787,7.5252,5.83515,4.11845,1.66598,1.07205,5.8112,28968,8.72812,0,0
915000,5.8096,5.89738,5.89739,7.5252,5.83515,4.11845,1.66598,1.07205,5.81072,29048,8.7168,0,0
920000,5.776,5.89672,5.89673,7.5252,5.83515,4.11845,1.66598,1.07205,5.80031,28880,8.71608,0,0
925000,5.8544,5.89649,5.8965,7.5252,5.83515,4.11845,1.66598,1.07205,5.81653,29272,8.70046,0,0
930000,5.7984,5.89597,5.89597,7.5252,5.83515,4.11845,1.66598,1.07205,5.81109,28992,8.7248,0,0
935000,5.8,5.89545,5.89545,7.5252,5.83515,4.11845,1.66598,1.07205,5.80777,29000,8.71664,0,0
940000,5.784,5.89486,5.89486,7.5252,5.83515,4.11845,1.66598,1.07205,5.80064,28920,8.71165,0,0
945000,5.8016,5.89437,5.89437,7.5252,5.83515,4.11845,1.66598,1.07205,5.80093,29008,8.70095,0,0
950000,5.7472,5.89359,5.8936,7.5252,5.83515,4.11845,1.66598,1.07205,5.78481,28736,8.70139,0,0
955000,5.76,5.89289,5.89289,7.5252,5.83515,4.11845,1.66598,1.07205,5.77737,28800,8.67721,0,0
960000,5.816,5.89249,5.89249,7.5252,5.83515,4.11845,1.66598,1.07205,5.78896,29080,8.66605,0,0
965000,5.7632,5.89182,5.89183,7.5252,5.83515,4.11845,1.66598,1.07205,5.78123,28816,8.68343,0,0
970000,5.7776,5.89123,5.89124,7.5252,5.83515,4.11845,1.66598,1.07205,5.78014,28888,8.67184,0,0
975000,5.7488,5.8905,5.89052,7.5252,5.83515,4.11845,1.66598,1.07205,5.77074,28744,8.67021,0,0
980000,5.7552,5.88981,5.88982,7.5252,5.83515,4.11845,1.66598,1.07205,5.76608,28776,8.65611,0,0
985000,5.7856,5.88928,5.88929,7.5252,5.83515,4.11845,1.66598,1.07205,5.77193,28928,8.64912,0,0
990000,5.7248,5.88845,5.88846,7.5252,5.83515,4.11845,1.66598,1.07205,5.75779,28624,8.6579,0,0
995000,5.7552,5.88778,5.88779,7.5252,5.83515,4.11845,1.66598,1.07205,5.75702,28776,8.63669,0,0
1000000,5.76,5.88714,5.88715,7.5252,5.83515,4.11845,1.66598,1.07205,5.75791,28800,8.63552,0,0
1005000,5.7024,5.88622,5.88623,7.5252,5.83515,4.11845,1.66598,1.07205,5.74126,28512,8.63687,0,0
1010000,6.0272,5.88692,5.88693,7.5252,5.83515,4.11845,1.66598,1.07205,5.82704,30136,8.61189,0,0
