BytesProcessados,L_Barra_Janela,L_Barra_Acumulado,L_Barra_Teorico,H_0,H_1,H_2,H_3,H_4,SmoothedBPS,BitsNaJanela,ThresholdBPS,ResetFlag,ResetCount
800000,1.3328,2.81714,2.81715,6.09451,4.21667,2.74361,1.62898,1.17049,1.36911,6664,2.07701,0,1
805000,1.3024,2.80773,2.80774,6.09451,4.21667,2.74361,1.62898,1.17049,1.3491,6512,2.05367,0,1
810000,1.2704,2.79824,2.79825,6.09451,4.21667,2.74361,1.62898,1.17049,1.32549,6352,2.02365,0,1
815000,2.0608,2.79372,2.79372,6.09451,4.21667,2.74361,1.62898,1.17049,1.54608,10304,1.98823,0,1
820000,1.9632,2.78865,2.78866,6.09451,4.21667,2.74361,1.62898,1.17049,1.67122,9816,2.31912,0,1
825000,1.8992,2.78326,2.78327,6.09451,4.21667,2.74361,1.62898,1.17049,1.73961,9496,2.50683,0,1
830000,0.848,2.7716,2.77161,6.09451,4.21667,2.74361,1.62898,1.17049,1.47213,4240,2.60942,0,1
835000,2.6608,2.77094,2.77095,6.09451,4.21667,2.74361,1.62898,1.17049,1.82873,13304,2.20819,0,1
840000,1.7376,2.76479,2.7648,6.09451,4.21667,2.74361,1.62898,1.17049,1.80139,8688,2.74309,0,1
845000,2.2656,2.76184,2.76184,6.09451,4.21667,2.74361,1.62898,1.17049,1.94065,11328,2.70209,0,1
850000,1.6336,2.7552,2.75521,6.09451,4.21667,2.74361,1.62898,1.17049,1.84854,8168,2.91098,0,1
855000,2.0848,2.75128,2.75129,6.09451,4.21667,2.74361,1.62898,1.17049,1.91942,10424,2.77281,0,1
860000,1.896,2.74631,2.74631,6.09451,4.21667,2.74361,1.62898,1.17049,1.91239,9480,2.87912,0,1
865000,1.5856,2.7396,2.7396,6.09451,4.21667,2.74361,1.62898,1.17049,1.81435,7928,2.86859,0,1
870000,1.6848,2.73354,2.73354,6.09451,4.21667,2.74361,1.62898,1.17049,1.77549,8424,2.72153,0,1
875000,1.4992,2.72648,2.72649,6.09451,4.21667,2.74361,1.62898,1.17049,1.6926,7496,2.66323,0,1
880000,2.1104,2.72298,2.72299,6.09451,4.21667,2.74361,1.62898,1.17049,1.81794,10552,2.5389,0,1
885000,1.9648,2.7187,2.71871,6.09451,4.21667,2.74361,1.62898,1.17049,1.862,9824,2.72691,0,1
890000,1.4784,2.71173,2.71174,6.09451,4.21667,2.74361,1.62898,1.17049,1.74692,7392,2.793,0,1
895000,1.4544,2.70471,2.70471,6.09451,4.21667,2.74361,1.62898,1.17049,1.65916,7272,2.62038,0,1
900000,2.264,2.70226,2.70226,6.09451,4.21667,2.74361,1.62898,1.17049,1.84061,11320,2.48875,0,1
905000,2.1536,2.69923,2.69923,6.09451,4.21667,2.74361,1.62898,1.17049,1.93451,10768,2.76092,0,1
910000,1.8304,2.69445,2.69446,6.09451,4.21667,2.74361,1.62898,1.17049,1.90328,9152,2.90177,0,1
915000,1.9824,2.69056,2.69057,6.09451,4.21667,2.74361,1.62898,1.17049,1.92701,9912,2.85492,0,1
920000,1.6336,2.68482,2.68482,6.09451,4.21667,2.74361,1.62898,1.17049,1.83899,8168,2.89052,0,1
925000,1.3088,2.67738,2.67739,6.09451,4.21667,2.74361,1.62898,1.17049,1.67993,6544,2.75848,0,1
930000,1.2896,2.66992,2.66993,6.09451,4.21667,2.74361,1.62898,1.17049,1.56283,6448,2.5199,0,1
935000,1.1904,2.66201,2.66201,6.09451,4.21667,2.74361,1.62898,1.17049,1.4511,5952,2.34425,0,1
940000,1.0992,2.65369,2.6537,6.09451,4.21667,2.74361,1.62898,1.17049,1.34553,5496,2.17665,0,1
945000,0.9968,2.64493,2.64493,6.09451,4.21667,2.74361,1.62898,1.17049,1.24091,4984,2.0183,0,1
950000,1.2704,2.63769,2.6377,6.09451,4.21667,2.74361,1.62898,1.17049,1.24976,6352,1.86137,0,1
955000,1.768,2.63314,2.63314,6.09451,4.21667,2.74361,1.62898,1.17049,1.40523,8840,1.87464,0,1
960000,1.784,2.62872,2.62872,6.09451,4.21667,2.74361,1.62898,1.17049,1.51886,8920,2.10785,0,1
965000,1.744,2.62413,2.62414,6.09451,4.21667,2.74361,1.62898,1.17049,1.5864,8720,2.27829,0,1
970000,1.5392,2.61854,2.61855,6.09451,4.21667,2.74361,1.62898,1.17049,1.57224,7696,2.3796,0,1
975000,1.744,2.61406,2.61406,6.09451,4.21667,2.74361,1.62898,1.17049,1.62377,8720,2.35836,0,1
980000,1.7088,2.60944,2.60944,6.09451,4.21667,2.74361,1.62898,1.17049,1.64928,8544,2.43565,0,1
985000,1.6384,2.60451,2.60452,6.09451,4.21667,2.74361,1.62898,1.17049,1.64602,8192,2.47392,0,1
990000,1.6656,2.59977,2.59977,6.09451,4.21667,2.74361,1.62898,1.17049,1.65189,8328,2.46902,0,1
995000,1.3856,2.59366,2.59367,6.09451,4.21667,2.74361,1.62898,1.17049,1.572,6928,2.47784,0,1
1000000,1.6896,2.58914,2.58915,6.09451,4.21667,2.74361,1.62898,1.17049,1.60728,8448,2.35801,0,1
1005000,1.5648,2.58405,2.58405,6.09451,4.21667,2.74361,1.62898,1.17049,1.59454,7824,2.41092,0,1
1010000,1.6704,2.57952,2.57953,6.09451,4.21667,2.74361,1.62898,1.17049,1.6173,8352,2.39181,0,1
