BytesProcessados,L_Barra_Janela,L_Barra_Acumulado,L_Barra_Teorico,H_0,H_1,H_2,H_3,H_4,SmoothedBPS,BitsNaJanela,ThresholdBPS,ResetFlag,ResetCount
845000,1.528,1.59333,1.59334,4.84217,2.71829,1.93287,1.57634,1.40726,1.48711,7640,2.20437,0,0
850000,1.5664,1.59318,1.59318,4.84217,2.71829,1.93287,1.57634,1.40726,1.51089,7832,2.23066,0,0
855000,1.4224,1.59218,1.59218,4.84217,2.71829,1.93287,1.57634,1.40726,1.48435,7112,2.26634,0,0
860000,1.544,1.5919,1.59191,4.84217,2.71829,1.93287,1.57634,1.40726,1.50224,7720,2.22652,0,0
865000,1.4704,1.5912,1.5912,4.84217,2.71829,1.93287,1.57634,1.40726,1.49269,7352,2.25336,0,0
870000,1.6096,1.5913,1.5913,4.84217,2.71829,1.93287,1.57634,1.40726,1.52776,8048,2.23903,0,0
875000,1.4656,1.59058,1.59059,4.84217,2.71829,1.93287,1.57634,1.40726,1.50911,7328,2.29164,0,0
880000,1.5488,1.59035,1.59035,4.84217,2.71829,1.93287,1.57634,1.40726,1.52102,7744,2.26367,0,0
885000,1.5408,1.59007,1.59007,4.84217,2.71829,1.93287,1.57634,1.40726,1.52695,7704,2.28153,0,0
890000,1.5632,1.58991,1.58992,4.84217,2.71829,1.93287,1.57634,1.40726,1.53783,7816,2.29043,0,0
895000,1.5056,1.58944,1.58945,4.84217,2.71829,1.93287,1.57634,1.40726,1.52816,7528,2.30674,0,0
900000,1.4784,1.58883,1.58883,4.84217,2.71829,1.93287,1.57634,1.40726,1.51323,7392,2.29224,0,0
905000,1.6416,1.58912,1.58912,4.84217,2.71829,1.93287,1.57634,1.40726,1.55174,8208,2.26985,0,0
910000,1.6016,1.58919,1.58919,4.84217,2.71829,1.93287,1.57634,1.40726,1.5667,8008,2.32761,0,0
915000,1.5616,1.58904,1.58904,4.84217,2.71829,1.93287,1.57634,1.40726,1.56517,7808,2.35005,0,0
920000,1.5488,1.58882,1.58882,4.84217,2.71829,1.93287,1.57634,1.40726,1.56026,7744,2.34775,0,0
925000,1.6432,1.58911,1.58912,4.84217,2.71829,1.93287,1.57634,1.40726,1.58514,8216,2.34039,0,0
930000,1.512,1.5887,1.5887,4.84217,2.71829,1.93287,1.57634,1.40726,1.5632,7560,2.37771,0,0
935000,1.6896,1.58924,1.58924,4.84217,2.71829,1.93287,1.57634,1.40726,1.60112,8448,2.3448,0,0
940000,1.6064,1.58933,1.58934,4.84217,2.71829,1.93287,1.57634,1.40726,1.6027,8032,2.40168,0,0
945000,1.5248,1.58899,1.589,4.84217,2.71829,1.93287,1.57634,1.40726,1.57933,7624,2.40406,0,0
950000,1.5312,1.58868,1.58868,4.84217,2.71829,1.93287,1.57634,1.40726,1.56489,7656,2.369,0,0
955000,1.4368,1.58789,1.5879,4.84217,2.71829,1.93287,1.57634,1.40726,1.52646,7184,2.34734,0,0
960000,1.4848,1.58735,1.58736,4.84217,2.71829,1.93287,1.57634,1.40726,1.51397,7424,2.2897,0,0
965000,1.5616,1.58722,1.58722,4.84217,2.71829,1.93287,1.57634,1.40726,1.52826,7808,2.27095,0,0
970000,1.5248,1.58689,1.5869,4.84217,2.71829,1.93287,1.57634,1.40726,1.52722,7624,2.29238,0,0
975000,1.3792,1.58583,1.58584,4.84217,2.71829,1.93287,1.57634,1.40726,1.48281,6896,2.29083,0,0
980000,1.456,1.58517,1.58517,4.84217,2.71829,1.93287,1.57634,1.40726,1.47477,7280,2.22422,0,0
985000,1.5024,1.58475,1.58475,4.84217,2.71829,1.93287,1.57634,1.40726,1.48306,7512,2.21215,0,0
990000,1.4816,1.58423,1.58423,4.84217,2.71829,1.93287,1.57634,1.40726,1.48262,7408,2.22459,0,0
995000,1.592,1.58427,1.58427,4.84217,2.71829,1.93287,1.57634,1.40726,1.51543,7960,2.22393,0,0
1000000,1.4784,1.58374,1.58374,4.84217,2.71829,1.93287,1.57634,1.40726,1.50432,7392,2.27315,0,0
1005000,1.5952,1.58379,1.5838,4.84217,2.71829,1.93287,1.57634,1.40726,1.53159,7976,2.25649,0,0
1010000,1.4816,1.58329,1.5833,4.84217,2.71829,1.93287,1.57634,1.40726,1.51659,7408,2.29738,0,0
1015000,1.576,1.58325,1.58325,4.84217,2.71829,1.93287,1.57634,1.40726,1.53441,7880,2.27489,0,0
1020000,1.56,1.58314,1.58314,4.84217,2.71829,1.93287,1.57634,1.40726,1.54209,7800,2.30162,0,0
1025000,1.6272,1.58335,1.58336,4.84217,2.71829,1.93287,1.57634,1.40726,1.56762,8136,2.31313,0,0
1030000,1.5952,1.58341,1.58341,4.84217,2.71829,1.93287,1.57634,1.40726,1.5759,7976,2.35143,0,0
